2026-03-26 11:15:12.925879,47.00022871,8.25810072,24,72
2026-03-26 11:15:17.925879,47.00028078,8.2582629,24,72
2026-03-26 11:15:22.925879,47.00030476,8.258292,24,72
2026-03-26 11:15:27.925879,47.00033415,8.25832642,24,72
2026-03-26 11:15:32.925879,47.00037079,8.25836399,24,72
2026-03-26 11:15:37.925879,47.00045831,8.25844336,24,72
2026-03-26 11:15:42.925879,47.00058681,8.25854609,24,72
2026-03-26 11:15:47.925879,47.00071595,8.2586907,24,72
2026-03-26 11:15:52.925879,47.00084529,8.2588697,24,72
2026-03-26 11:15:57.925879,47.00090381,8.25897754,24,72
2026-03-26 11:16:02.925879,47.00095449,8.25910177,24,72
2026-03-26 11:16:07.925879,47.00100076,8.25924173,24,72
2026-03-26 11:16:12.925879,47.00104812,8.25938686,24,72
2026-03-26 11:16:17.925879,47.0010991,8.2595326,24,72
2026-03-26 11:16:22.925879,47.00115506,8.25968037,24,72
2026-03-26 11:16:27.925879,47.00120636,8.25983026,24,72
2026-03-26 11:16:32.925879,47.00125603,8.25996684,24,72
2026-03-26 11:16:37.925879,47.00130241,8.26008939,24,72
2026-03-26 11:16:42.925879,47.00138355,8.26032244,24,72
2026-03-26 11:16:47.925879,47.00142351,8.26058816,24,72
2026-03-26 11:16:52.925879,47.00142405,8.2607331,24,72
2026-03-26 11:16:57.925879,47.00142023,8.26097269,24,72
2026-03-26 11:17:02.925879,47.00142384,8.26114973,24,72
2026-03-26 11:17:07.925879,47.00145207,8.2613086,24,72
2026-03-26 11:17:12.925879,47.00151529,8.26142099,24,72
2026-03-26 11:17:17.925879,47.00160354,8.26145481,24,72
2026-03-26 11:17:22.925879,47.00170908,8.26138478,24,72
2026-03-26 11:17:27.925879,47.00182225,8.26125648,24,72
2026-03-26 11:17:32.925879,47.00194906,8.26108943,24,72
2026-03-26 11:17:37.925879,47.00201688,8.26099866,24,72
2026-03-26 11:17:42.925879,47.00208522,8.26090606,24,72
2026-03-26 11:17:47.925879,47.00216004,8.26080358,24,72
2026-03-26 11:17:52.925879,47.002242,8.26068525,24,72
2026-03-26 11:17:57.925879,47.0023176,8.26057991,24,72
2026-03-26 11:18:02.925879,47.00239849,8.26047337,24,72
2026-03-26 11:18:07.925879,47.00247331,8.26038455,24,72
2026-03-26 11:18:12.925879,47.00261338,8.26023744,24,72
2026-03-26 11:18:17.925879,47.00277658,8.26017457,24,72
2026-03-26 11:18:22.925879,47.00286722,8.2601828,24,72
2026-03-26 11:18:27.925879,47.00296026,8.26019934,24,72
2026-03-26 11:18:32.925879,47.00305953,8.26021031,24,72
2026-03-26 11:18:37.925879,47.0031606,8.26021852,24,72
2026-03-26 11:18:42.925879,47.00326241,8.26022314,24,72
2026-03-26 11:18:47.925879,47.00337205,8.26023704,24,72
2026-03-26 11:18:52.925879,47.00346561,8.26025428,24,72
2026-03-26 11:18:57.925879,47.00362933,8.2602887,24,72
2026-03-26 11:19:02.925879,47.00378861,8.26037995,24,72
2026-03-26 11:19:07.925879,47.00392204,8.2605306,24,72
2026-03-26 11:19:12.925879,47.00402318,8.26075148,24,72
2026-03-26 11:19:17.925879,47.00406636,8.26086772,24,72
2026-03-26 11:19:22.925879,47.00411831,8.26106373,24,72
2026-03-26 11:19:27.925879,47.00412517,8.26122912,24,72
2026-03-26 11:19:32.925879,47.00406777,8.26139469,24,72
2026-03-26 11:19:37.925879,47.00396902,8.26160121,24,72
2026-03-26 11:19:42.925879,47.00389832,8.2618565,24,72
2026-03-26 11:19:47.925879,47.00386956,8.26199399,24,72
2026-03-26 11:19:52.925879,47.00385054,8.26213016,24,72
2026-03-26 11:19:57.925879,47.0038437,8.26227238,24,72
2026-03-26 11:20:02.925879,47.00384727,8.2624205,24,72
2026-03-26 11:20:07.925879,47.00385549,8.26256705,24,72
2026-03-26 11:20:12.925879,47.00386383,8.26270041,24,72
2026-03-26 11:20:17.925879,47.00388217,8.26292943,24,72
2026-03-26 11:20:22.925879,47.00386757,8.26312325,24,72
2026-03-26 11:20:27.925879,47.00376692,8.26328319,24,72
2026-03-26 11:20:32.925879,47.00368522,8.26335276,24,72
2026-03-26 11:20:37.925879,47.00360404,8.26341239,24,72
2026-03-26 11:20:42.925879,47.00348914,8.26354308,24,72
2026-03-26 11:20:47.925879,47.00346347,8.2637544,24,72
2026-03-26 11:20:52.925879,47.00352692,8.26398889,24,72
2026-03-26 11:20:57.925879,47.00363806,8.26415457,24,72
2026-03-26 11:21:02.925879,47.00373664,8.26430982,24,72
2026-03-26 11:21:07.925879,47.0038287,8.2644703,24,72
2026-03-26 11:21:12.925879,47.00393375,8.26461431,24,72
2026-03-26 11:21:17.925879,47.00404332,8.26477485,24,72
2026-03-26 11:21:22.925879,47.0041594,8.26493425,24,72
2026-03-26 11:21:27.925879,47.0042755,8.26508587,24,72
2026-03-26 11:21:32.925879,47.00439333,8.26524857,24,72
2026-03-26 11:21:37.925879,47.00445499,8.26534936,24,72
2026-03-26 11:21:42.925879,47.00451607,8.26546141,24,72
2026-03-26 11:21:47.925879,47.00457877,8.26557489,24,72
2026-03-26 11:21:52.925879,47.00463986,8.2656786,24,72
2026-03-26 11:21:57.925879,47.00474291,8.26587219,24,72
2026-03-26 11:22:02.925879,47.00480835,8.26610477,24,72
2026-03-26 11:22:07.925879,47.0048061,8.26634168,24,72
2026-03-26 11:22:12.925879,47.00475038,8.26656384,24,72
2026-03-26 11:22:17.925879,47.0047467,8.26675753,24,72
2026-03-26 11:22:22.925879,47.0048343,8.26687939,24,72
2026-03-26 11:22:27.925879,47.00497118,8.26692518,24,72
2026-03-26 11:22:32.925879,47.0051186,8.26698699,24,72
2026-03-26 11:22:37.925879,47.00527957,8.26706864,24,72
2026-03-26 11:22:42.925879,47.00536647,8.26711179,24,72
2026-03-26 11:22:47.925879,47.00553011,8.26719896,24,72
2026-03-26 11:22:52.925879,47.00561432,8.26726009,24,72
2026-03-26 11:22:57.925879,47.00569679,8.26732973,24,72
2026-03-26 11:23:02.925879,47.00576722,8.26741292,24,72
2026-03-26 11:23:07.925879,47.00588203,8.26760905,24,72
2026-03-26 11:23:12.925879,47.0059276,8.26772293,24,72
2026-03-26 11:23:17.925879,47.00596916,8.2678402,24,72
2026-03-26 11:23:22.925879,47.00601186,8.2679777,24,72
2026-03-26 11:23:27.925879,47.00604792,8.26812145,24,72
2026-03-26 11:23:32.925879,47.0060782,8.26828136,24,72
2026-03-26 11:23:37.925879,47.00610874,8.26843455,24,72
2026-03-26 11:23:42.925879,47.00613661,8.2685915,24,72
2026-03-26 11:23:47.925879,47.00616066,8.26874267,24,72
2026-03-26 11:23:52.925879,47.00617991,8.26889628,24,72
2026-03-26 11:23:57.925879,47.00618907,8.2690582,24,72
2026-03-26 11:24:02.925879,47.00619028,8.26922274,24,72
2026-03-26 11:24:07.925879,47.00618693,8.26937948,24,72
2026-03-26 11:24:12.925879,47.00619047,8.26954182,24,72
2026-03-26 11:24:17.925879,47.00619511,8.26971994,24,72
2026-03-26 11:24:22.925879,47.00620396,8.26990472,24,72
2026-03-26 11:24:27.925879,47.006209,8.27008702,24,72
2026-03-26 11:24:32.925879,47.00621344,8.27027072,24,72
2026-03-26 11:24:37.925879,47.00621988,8.27044262,24,72
2026-03-26 11:24:42.925879,47.00622954,8.27061508,24,72
2026-03-26 11:24:47.925879,47.0062411,8.27078363,24,72
2026-03-26 11:24:52.925879,47.00625249,8.27092852,24,72
2026-03-26 11:24:57.925879,47.00626458,8.2710729,24,72
